epoch,train_loss,test_loss
1,26.315770378643666,0.5585392300159701
2,19.635725476395777,0.5736454508958324
3,19.30095475236654,0.5744317837299839
4,19.293516693721944,0.5744477505645444
5,19.291853248717533,0.5744477399895268
6,19.28984636909682,0.5744477395088442
7,19.293048280370876,0.5744477399895268
8,19.291388832077118,0.5744477399895268
9,19.293257351187066,0.5744477399895268
10,19.289083169895424,0.5744477399895268
